Age,City,Gender,Policy,Excess,Value,Premium
Middle,Christchurch,Women,State Insurance Car Third Party Fire and Theft,400,Agreed,31.13
Middle,Christchurch,Women,The Co-operative Bank Asset Care Vehicle Third Party Fire and Theft,400,Agreed,28.5
Middle,Christchurch,Women,Tower Third Party Fire and Theft Cover,500,Agreed,32.49
Middle,Christchurch,Women,Trade Me Your Third Party Car with Fire and Theft<sup>B</sup>,500,Agreed,18.42
Middle,Christchurch,Women,TSB Motor Vehicle Insurance Third Party Fire and Theft<sup>C</sup>,400,Agreed,26.87
Middle,Christchurch,Women,Warehouse Money Third Party Fire and Theft,500,Market,35.15
Middle,Christchurch,Women,Westpac Car Insurance Third Party Fire and Theft,400,Market,28.67
Middle,Dunedin,Women,AA Insurance Third Party Fire and Theft Car Insurance,500,Agreed,23.15
Middle,Dunedin,Women,AMI Insurance Car Insurance Third Party Fire and Theft,400,Agreed,21.83
Middle,Dunedin,Women,AMP Third Party Fire and Theft,500,Market,32.75
Middle,Dunedin,Women,ASB Bank Private Motor Vehicle Third Party Fire and Theft,400,Agreed,38.48
Middle,Dunedin,Women,BNZ PremierCare Vehicle Insurance Third Party Fire and Theft,400,Agreed,31.81
Middle,Dunedin,Women,FMG Essential Private Vehicles Third Party Fire and Theft,400,Market,29.24
Middle,Dunedin,Women,Lantern Insurance Echelon Third Party Fire and Theft,400,Market,40.11
Middle,Dunedin,Women,MAS Insurance Motor Vehicle Third Party Fire and Theft,500,Agreed<sup>D</sup>,34.17
Middle,Dunedin,Women,State Insurance Car Third Party Fire and Theft,400,Agreed,30.21
Middle,Dunedin,Women,The Co-operative Bank Asset Care Vehicle Third Party Fire and Theft,400,Agreed,28.5
Middle,Dunedin,Women,Tower Third Party Fire and Theft Cover,500,Agreed,31.22
Middle,Dunedin,Women,Trade Me Your Third Party Car with Fire and Theft<sup>B</sup>,500,Agreed,18.76
Middle,Dunedin,Women,TSB Motor Vehicle Insurance Third Party Fire and Theft<sup>C</sup>,400,Agreed,22.14
Middle,Dunedin,Women,Warehouse Money Third Party Fire and Theft,500,Market,33
Middle,Dunedin,Women,Westpac Car Insurance Third Party Fire and Theft,400,Market,31.27
Older,Auckland,Men,AA Insurance Third Party Fire and Theft Car Insurance,500,Agreed,34.42
Older,Auckland,Men,AMI Insurance Car Insurance Third Party Fire and Theft,400,Agreed,25.45
Older,Auckland,Men,AMP Third Party Fire and Theft,500,Market,38.42
Older,Auckland,Men,ASB Bank Private Motor Vehicle Third Party Fire and Theft,400,Agreed,37.15
Older,Auckland,Men,BNZ PremierCare Vehicle Insurance Third Party Fire and Theft,400,Agreed,31.05
Older,Auckland,Men,FMG Essential Private Vehicles Third Party Fire and Theft,400,Market,44.1
Older,Auckland,Men,Lantern Insurance Echelon Third Party Fire and Theft,400,Market,38.38
Older,Auckland,Men,MAS Insurance Motor Vehicle Third Party Fire and Theft,500,Agreed<sup>D</sup>,41.37
Older,Auckland,Men,State Insurance Car Third Party Fire and Theft,400,Agreed,51.15
Older,Auckland,Men,The Co-operative Bank Asset Care Vehicle Third Party Fire and Theft,400,Agreed,27.98
Older,Auckland,Men,Tower Third Party Fire and Theft Cover,500,Agreed,37.72
Older,Auckland,Men,Trade Me Your Third Party Car with Fire and Theft<sup>B</sup>,500,Agreed,22.14
Older,Auckland,Men,TSB Motor Vehicle Insurance Third Party Fire and Theft<sup>C</sup>,400,Agreed,33.54
Older,Auckland,Men,Warehouse Money Third Party Fire and Theft,500,Market,37.36
Older,Auckland,Men,Westpac Car Insurance Third Party Fire and Theft,400,Market,33.06
Older,Auckland,Men,Youi Car Third Party Fire and Theft,600,Market,33.12
Older,Hamilton,Men,AA Insurance Third Party Fire and Theft Car Insurance,500,Agreed,23.66
Older,Hamilton,Men,AMI Insurance Car Insurance Third Party Fire and Theft,400,Agreed,21.41
Older,Hamilton,Men,AMP Third Party Fire and Theft,500,Market,29.37
Older,Hamilton,Men,ASB Bank Private Motor Vehicle Third Party Fire and Theft,400,Agreed,31.55
Older,Hamilton,Men,BNZ PremierCare Vehicle Insurance Third Party Fire and Theft,400,Agreed,24.81
Older,Hamilton,Men,FMG Essential Private Vehicles Third Party Fire and Theft,400,Market,28.5
Older,Hamilton,Men,Lantern Insurance Echelon Third Party Fire and Theft,400,Market,30.54
Older,Hamilton,Men,MAS Insurance Motor Vehicle Third Party Fire and Theft,500,Agreed<sup>D</sup>,35.23
Older,Hamilton,Men,State Insurance Car Third Party Fire and Theft,400,Agreed,34.96
Older,Hamilton,Men,The Co-operative Bank Asset Care Vehicle Third Party Fire and Theft,400,Agreed,21.97
Older,Hamilton,Men,Tower Third Party Fire and Theft Cover,500,Agreed,25.63
Older,Hamilton,Men,Trade Me Your Third Party Car with Fire and Theft<sup>B</sup>,500,Agreed,16.45
Older,Hamilton,Men,TSB Motor Vehicle Insurance Third Party Fire and Theft<sup>C</sup>,400,Agreed,24.28
Older,Hamilton,Men,Warehouse Money Third Party Fire and Theft,500,Market,29.76
Older,Hamilton,Men,Westpac Car Insurance Third Party Fire and Theft,400,Market,26.93
Older,Hamilton,Men,Youi Car Third Party Fire and Theft,600,Market,25.82
Older,Wellington,Men,AA Insurance Third Party Fire and Theft Car Insurance,500,Agreed,24.29
Older,Wellington,Men,AMI Insurance Car Insurance Third Party Fire and Theft,400,Agreed,24.02
Older,Wellington,Men,AMP Third Party Fire and Theft,500,Market,29.37
Older,Wellington,Men,ASB Bank Private Motor Vehicle Third Party Fire and Theft,400,Agreed,30.8
Older,Wellington,Men,BNZ PremierCare Vehicle Insurance Third Party Fire and Theft,400,Agreed,25.32
Older,Wellington,Men,FMG Essential Private Vehicles Third Party Fire and Theft,400,Market,33.7
Older,Wellington,Men,Lantern Insurance Echelon Third Party Fire and Theft,400,Market,30.54
Older,Wellington,Men,MAS Insurance Motor Vehicle Third Party Fire and Theft,500,Agreed<sup>D</sup>,31.41
Older,Wellington,Men,State Insurance Car Third Party Fire and Theft,400,Agreed,38.54
Older,Wellington,Men,The Co-operative Bank Asset Care Vehicle Third Party Fire and Theft,400,Agreed,22.77
Older,Wellington,Men,Tower Third Party Fire and Theft Cover,500,Agreed,26.48
Older,Wellington,Men,Trade Me Your Third Party Car with Fire and Theft<sup>B</sup>,500,Agreed,15.88
Older,Wellington,Men,TSB Motor Vehicle Insurance Third Party Fire and Theft<sup>C</sup>,400,Agreed,23.35
Older,Wellington,Men,Warehouse Money Third Party Fire and Theft,500,Market,29.76
Older,Wellington,Men,Westpac Car Insurance Third Party Fire and Theft,400,Market,27.93
Older,Wellington,Men,Youi Car Third Party Fire and Theft,600,Market,21.68
Older,Christchurch,Men,AA Insurance Third Party Fire and Theft Car Insurance,500,Agreed,25.68
Older,Christchurch,Men,AMI Insurance Car Insurance Third Party Fire and Theft,400,Agreed,20.61
Older,Christchurch,Men,AMP Third Party Fire and Theft,500,Market,30.72
Older,Christchurch,Men,ASB Bank Private Motor Vehicle Third Party Fire and Theft,400,Agreed,28.94
Older,Christchurch,Men,BNZ PremierCare Vehicle Insurance Third Party Fire and Theft,400,Agreed,23.86
Older,Christchurch,Men,FMG Essential Private Vehicles Third Party Fire and Theft,400,Market,33.76
Older,Christchurch,Men,Lantern Insurance Echelon Third Party Fire and Theft,400,Market,30.54
Older,Christchurch,Men,MAS Insurance Motor Vehicle Third Party Fire and Theft,500,Agreed<sup>D</sup>,32.53
Older,Christchurch,Men,State Insurance Car Third Party Fire and Theft,400,Agreed,34.96
Older,Christchurch,Men,The Co-operative Bank Asset Care Vehicle Third Party Fire and Theft,400,Agreed,21.83
Older,Christchurch,Men,Tower Third Party Fire and Theft Cover,500,Agreed,29
Older,Christchurch,Men,Trade Me Your Third Party Car with Fire and Theft<sup>B</sup>,500,Agreed,15.6
Older,Christchurch,Men,TSB Motor Vehicle Insurance Third Party Fire and Theft<sup>C</sup>,400,Agreed,23.81
Older,Christchurch,Men,Warehouse Money Third Party Fire and Theft,500,Market,30.9
Older,Christchurch,Men,Westpac Car Insurance Third Party Fire and Theft,400,Market,22.83
Older,Christchurch,Men,Youi Car Third Party Fire and Theft,600,Market,29.43
Older,Dunedin,Men,AA Insurance Third Party Fire and Theft Car Insurance,500,Agreed,21.57
Older,Dunedin,Men,AMI Insurance Car Insurance Third Party Fire and Theft,400,Agreed,18.56
Older,Dunedin,Men,AMP Third Party Fire and Theft,500,Market,28.16
Older,Dunedin,Men,ASB Bank Private Motor Vehicle Third Party Fire and Theft,400,Agreed,28.85
Older,Dunedin,Men,BNZ PremierCare Vehicle Insurance Third Party Fire and Theft,400,Agreed,23.76
Older,Dunedin,Men,FMG Essential Private Vehicles Third Party Fire and Theft,400,Market,26.55
Older,Dunedin,Men,Lantern Insurance Echelon Third Party Fire and Theft,400,Market,30.54
Older,Dunedin,Men,MAS Insurance Motor Vehicle Third Party Fire and Theft,500,Agreed<sup>D</sup>,30.04
Older,Dunedin,Men,State Insurance Car Third Party Fire and Theft,400,Agreed,33.95
Older,Dunedin,Men,The Co-operative Bank Asset Care Vehicle Third Party Fire and Theft,400,Agreed,21.83
Older,Dunedin,Men,Tower Third Party Fire and Theft Cover,500,Agreed,27.88
Older,Dunedin,Men,Trade Me Your Third Party Car with Fire and Theft<sup>B</sup>,500,Agreed,15.88
Older,Dunedin,Men,TSB Motor Vehicle Insurance Third Party Fire and Theft<sup>C</sup>,400,Agreed,19.64
Older,Dunedin,Men,Warehouse Money Third Party Fire and Theft,500,Market,28.74
Older,Dunedin,Men,Westpac Car Insurance Third Party Fire and Theft,400,Market,24.89
Older,Dunedin,Men,Youi Car Third Party Fire and Theft,600,Market,20.49
Older,Auckland,Women,AA Insurance Third Party Fire and Theft Car Insurance,500,Agreed,34.44
Older,Auckland,Women,AMI Insurance Car Insurance Third Party Fire and Theft,400,Agreed,25.21
Older,Auckland,Women,AMP Third Party Fire and Theft,500,Market,38.42
Older,Auckland,Women,ASB Bank Private Motor Vehicle Third Party Fire and Theft,400,Agreed,38.29
Older,Auckland,Women,BNZ PremierCare Vehicle Insurance Third Party Fire and Theft,400,Agreed,31.75
Older,Auckland,Women,FMG Essential Private Vehicles Third Party Fire and Theft,400,Market,44.1
Older,Auckland,Women,Lantern Insurance Echelon Third Party Fire and Theft,400,Market,38.38
Older,Auckland,Women,MAS Insurance Motor Vehicle Third Party Fire and Theft,500,Agreed<sup>D</sup>,41.37
Older,Auckland,Women,State Insurance Car Third Party Fire and Theft,400,Agreed,48.71
Older,Auckland,Women,The Co-operative Bank Asset Care Vehicle Third Party Fire and Theft,400,Agreed,28.59
Older,Auckland,Women,Tower Third Party Fire and Theft Cover,500,Agreed,40.6
Older,Auckland,Women,Trade Me Your Third Party Car with Fire and Theft<sup>B</sup>,500,Agreed,22.59
Older,Auckland,Women,TSB Motor Vehicle Insurance Third Party Fire and Theft<sup>C</sup>,400,Agreed,33.54
Older,Auckland,Women,Warehouse Money Third Party Fire and Theft,500,Market,37.36
Older,Auckland,Women,Westpac Car Insurance Third Party Fire and Theft,400,Market,33.06
Older,Auckland,Women,Youi Car Third Party Fire and Theft,600,Market,32.87
Older,Hamilton,Women,AA Insurance Third Party Fire and Theft Car Insurance,500,Agreed,23.67
Older,Hamilton,Women,AMI Insurance Car Insurance Third Party Fire and Theft,400,Agreed,21.21
Older,Hamilton,Women,AMP Third Party Fire and Theft,500,Market,29.37
Older,Hamilton,Women,ASB Bank Private Motor Vehicle Third Party Fire and Theft,400,Agreed,32.29
Older,Hamilton,Women,BNZ PremierCare Vehicle Insurance Third Party Fire and Theft,400,Agreed,25.21
Older,Hamilton,Women,FMG Essential Private Vehicles Third Party Fire and Theft,400,Market,28.5
Older,Hamilton,Women,Lantern Insurance Echelon Third Party Fire and Theft,400,Market,30.54
Older,Hamilton,Women,MAS Insurance Motor Vehicle Third Party Fire and Theft,500,Agreed<sup>D</sup>,35.23
Older,Hamilton,Women,State Insurance Car Third Party Fire and Theft,400,Agreed,33.32
Older,Hamilton,Women,The Co-operative Bank Asset Care Vehicle Third Party Fire and Theft,400,Agreed,22.31
Older,Hamilton,Women,Tower Third Party Fire and Theft Cover,500,Agreed,27.56
Older,Hamilton,Women,Trade Me Your Third Party Car with Fire and Theft<sup>B</sup>,500,Agreed,16.78
Older,Hamilton,Women,TSB Motor Vehicle Insurance Third Party Fire and Theft<sup>C</sup>,400,Agreed,24.28
Older,Hamilton,Women,Warehouse Money Third Party Fire and Theft,500,Market,29.76
Older,Hamilton,Women,Westpac Car Insurance Third Party Fire and Theft,400,Market,26.93
Older,Hamilton,Women,Youi Car Third Party Fire and Theft,600,Market,25.71
Older,Wellington,Women,AA Insurance Third Party Fire and Theft Car Insurance,500,Agreed,24.3
Older,Wellington,Women,AMI Insurance Car Insurance Third Party Fire and Theft,400,Agreed,23.79
Older,Wellington,Women,AMP Third Party Fire and Theft,500,Market,29.37
Older,Wellington,Women,ASB Bank Private Motor Vehicle Third Party Fire and Theft,400,Agreed,31.49
Older,Wellington,Women,BNZ PremierCare Vehicle Insurance Third Party Fire and Theft,400,Agreed,25.75
Older,Wellington,Women,FMG Essential Private Vehicles Third Party Fire and Theft,400,Market,33.7
Older,Wellington,Women,Lantern Insurance Echelon Third Party Fire and Theft,400,Market,30.54
Older,Wellington,Women,MAS Insurance Motor Vehicle Third Party Fire and Theft,500,Agreed<sup>D</sup>,31.41
Older,Wellington,Women,State Insurance Car Third Party Fire and Theft,400,Agreed,36.71
Older,Wellington,Women,The Co-operative Bank Asset Care Vehicle Third Party Fire and Theft,400,Agreed,23.14
Older,Wellington,Women,Tower Third Party Fire and Theft Cover,500,Agreed,28.47
Older,Wellington,Women,Trade Me Your Third Party Car with Fire and Theft<sup>B</sup>,500,Agreed,16.2
Older,Wellington,Women,TSB Motor Vehicle Insurance Third Party Fire and Theft<sup>C</sup>,400,Agreed,23.35
Older,Wellington,Women,Warehouse Money Third Party Fire and Theft,500,Market,29.76
Older,Wellington,Women,Westpac Car Insurance Third Party Fire and Theft,400,Market,27.93
Older,Wellington,Women,Youi Car Third Party Fire and Theft,600,Market,21.64
Older,Christchurch,Women,AA Insurance Third Party Fire and Theft Car Insurance,500,Agreed,25.7
Older,Christchurch,Women,AMI Insurance Car Insurance Third Party Fire and Theft,400,Agreed,20.41
Older,Christchurch,Women,AMP Third Party Fire and Theft,500,Market,30.72
Older,Christchurch,Women,ASB Bank Private Motor Vehicle Third Party Fire and Theft,400,Agreed,29.5
Older,Christchurch,Women,BNZ PremierCare Vehicle Insurance Third Party Fire and Theft,400,Agreed,24.22
Older,Christchurch,Women,FMG Essential Private Vehicles Third Party Fire and Theft,400,Market,33.76
Older,Christchurch,Women,Lantern Insurance Echelon Third Party Fire and Theft,400,Market,30.54
Older,Christchurch,Women,MAS Insurance Motor Vehicle Third Party Fire and Theft,500,Agreed<sup>D</sup>,32.53
Older,Christchurch,Women,State Insurance Car Third Party Fire and Theft,400,Agreed,33.32
Older,Christchurch,Women,The Co-operative Bank Asset Care Vehicle Third Party Fire and Theft,400,Agreed,22.15
Older,Christchurch,Women,Tower Third Party Fire and Theft Cover,500,Agreed,31.2
Older,Christchurch,Women,Trade Me Your Third Party Car with Fire and Theft<sup>B</sup>,500,Agreed,15.91
Older,Christchurch,Women,TSB Motor Vehicle Insurance Third Party Fire and Theft<sup>C</sup>,400,Agreed,23.81
Older,Christchurch,Women,Warehouse Money Third Party Fire and Theft,500,Market,30.9
Older,Christchurch,Women,Westpac Car Insurance Third Party Fire and Theft,400,Market,22.83
Older,Christchurch,Women,Youi Car Third Party Fire and Theft,600,Market,29.01
Older,Dunedin,Women,AA Insurance Third Party Fire and Theft Car Insurance,500,Agreed,21.58
Older,Dunedin,Women,AMI Insurance Car Insurance Third Party Fire and Theft,400,Agreed,18.38
Older,Dunedin,Women,AMP Third Party Fire and Theft,500,Market,28.16
Older,Dunedin,Women,ASB Bank Private Motor Vehicle Third Party Fire and Theft,400,Agreed,29.41
Older,Dunedin,Women,BNZ PremierCare Vehicle Insurance Third Party Fire and Theft,400,Agreed,24.12
Older,Dunedin,Women,FMG Essential Private Vehicles Third Party Fire and Theft,400,Market,26.55
Older,Dunedin,Women,Lantern Insurance Echelon Third Party Fire and Theft,400,Market,30.54
Older,Dunedin,Women,MAS Insurance Motor Vehicle Third Party Fire and Theft,500,Agreed<sup>D</sup>,30.04
Older,Dunedin,Women,State Insurance Car Third Party Fire and Theft,400,Agreed,32.33
Older,Dunedin,Women,The Co-operative Bank Asset Care Vehicle Third Party Fire and Theft,400,Agreed,22.16
Older,Dunedin,Women,Tower Third Party Fire and Theft Cover,500,Agreed,29.99
Older,Dunedin,Women,Trade Me Your Third Party Car with Fire and Theft<sup>B</sup>,500,Agreed,16.2
Older,Dunedin,Women,TSB Motor Vehicle Insurance Third Party Fire and Theft<sup>C</sup>,400,Agreed,19.64
Older,Dunedin,Women,Warehouse Money Third Party Fire and Theft,500,Market,28.74
Older,Dunedin,Women,Westpac Car Insurance Third Party Fire and Theft,400,Market,24.89
Older,Dunedin,Women,Youi Car Third Party Fire and Theft,600,Market,20.5
Family,Auckland,Men,AA Insurance Third Party Fire and Theft Car Insurance,500 (A); 1050 (T),Agreed,49.57
Family,Auckland,Men,AMI Insurance Car Insurance Third Party Fire and Theft,400 (A); 900 (T),Agreed,33.37
Family,Auckland,Men,AMP Third Party Fire and Theft,500 (A); 1250 (T),Market,61.42
Family,Auckland,Men,ASB Bank Private Motor Vehicle Third Party Fire and Theft,400 (A); 1250 (T),Agreed,61.01
Family,Auckland,Men,BNZ PremierCare Vehicle Insurance Third Party Fire and Theft,400 (A); 1250 (T),Agreed,50.95
Family,Auckland,Men,FMG Essential Private Vehicles Third Party Fire and Theft,400 (A); 1200 (T),Market,52.06
Family,Auckland,Men,Lantern Insurance Echelon Third Party Fire and Theft,400 (A); 1250 (T),Market,59.17
Family,Auckland,Men,MAS Insurance Motor Vehicle Third Party Fire and Theft,500 (A); 1150 (T),Agreed<sup>D</sup>,61.56
Family,Auckland,Men,State Insurance Car Third Party Fire and Theft,400 (A); 1300 (T),Agreed,66.68
Family,Auckland,Men,The Co-operative Bank Asset Care Vehicle Third Party Fire and Theft,400 (A); 1250 (T),Agreed,45.31
Family,Auckland,Men,Tower Third Party Fire and Theft Cover,500 (A); 1250 (T),Agreed,50.46
Family,Auckland,Men,Trade Me Your Third Party Car with Fire and Theft<sup>B</sup>,500 (A); 1000 (T),Agreed,42.86
Family,Auckland,Men,TSB Motor Vehicle Insurance Third Party Fire and Theft<sup>C</sup>,400 (A); 900 (T),Agreed,56.08
Family,Auckland,Men,Warehouse Money Third Party Fire and Theft,500 (A); 1250 (T),Market,60.04
Family,Auckland,Men,Westpac Car Insurance Third Party Fire and Theft,400 (A); 1100 (T),Market,48.32
Family,Hamilton,Men,AA Insurance Third Party Fire and Theft Car Insurance,500 (A); 1050 (T),Agreed,33.96
Family,Hamilton,Men,AMI Insurance Car Insurance Third Party Fire and Theft,400 (A); 900 (T),Agreed,28.03
Family,Hamilton,Men,AMP Third Party Fire and Theft,500 (A); 1250 (T),Market,52.37
Family,Hamilton,Men,ASB Bank Private Motor Vehicle Third Party Fire and Theft,400 (A); 1250 (T),Agreed,54.11
Family,Hamilton,Men,BNZ PremierCare Vehicle Insurance Third Party Fire and Theft,400 (A); 1250 (T),Agreed,42.93
Family,Hamilton,Men,FMG Essential Private Vehicles Third Party Fire and Theft,400 (A); 1200 (T),Market,33.75
Family,Hamilton,Men,Lantern Insurance Echelon Third Party Fire and Theft,400 (A); 1250 (T),Market,51.35
Family,Hamilton,Men,MAS Insurance Motor Vehicle Third Party Fire and Theft,500 (A); 1150 (T),Agreed<sup>D</sup>,52.37
Family,Hamilton,Men,State Insurance Car Third Party Fire and Theft,400 (A); 1300 (T),Agreed,45.48
Family,Hamilton,Men,The Co-operative Bank Asset Care Vehicle Third Party Fire and Theft,400 (A); 1250 (T),Agreed,37.65
Family,Hamilton,Men,Tower Third Party Fire and Theft Cover,500 (A); 1250 (T),Agreed,34.18
Family,Hamilton,Men,Trade Me Your Third Party Car with Fire and Theft<sup>B</sup>,500 (A); 1000 (T),Agreed,31.64
Family,Hamilton,Men,TSB Motor Vehicle Insurance Third Party Fire and Theft<sup>C</sup>,400 (A); 900 (T),Agreed,40.42
Family,Hamilton,Men,Warehouse Money Third Party Fire and Theft,500 (A); 1250 (T),Market,52.45
Family,Hamilton,Men,Westpac Car Insurance Third Party Fire and Theft,400 (A); 1100 (T),Market,38.63
Family,Wellington,Men,AA Insurance Third Party Fire and Theft Car Insurance,500 (A); 1050 (T),Agreed,34.88
Family,Wellington,Men,AMI Insurance Car Insurance Third Party Fire and Theft,400 (A); 900 (T),Agreed,31.48
Family,Wellington,Men,AMP Third Party Fire and Theft,500 (A); 1250 (T),Market,52.37
Family,Wellington,Men,ASB Bank Private Motor Vehicle Third Party Fire and Theft,400 (A); 1250 (T),Agreed,53.19
Family,Wellington,Men,BNZ PremierCare Vehicle Insurance Third Party Fire and Theft,400 (A); 1250 (T),Agreed,43.6
Family,Wellington,Men,FMG Essential Private Vehicles Third Party Fire and Theft,400 (A); 1200 (T),Market,39.85
Family,Wellington,Men,Lantern Insurance Echelon Third Party Fire and Theft,400 (A); 1250 (T),Market,51.35
Family,Wellington,Men,MAS Insurance Motor Vehicle Third Party Fire and Theft,500 (A); 1150 (T),Agreed<sup>D</sup>,46.64
Family,Wellington,Men,State Insurance Car Third Party Fire and Theft,400 (A); 1300 (T),Agreed,50.17
Family,Wellington,Men,The Co-operative Bank Asset Care Vehicle Third Party Fire and Theft,400 (A); 1250 (T),Agreed,38.67
Family,Wellington,Men,Tower Third Party Fire and Theft Cover,500 (A); 1250 (T),Agreed,35.32
Family,Wellington,Men,Trade Me Your Third Party Car with Fire and Theft<sup>B</sup>,500 (A); 1000 (T),Agreed,30.52
Family,Wellington,Men,TSB Motor Vehicle Insurance Third Party Fire and Theft<sup>C</sup>,400 (A); 900 (T),Agreed,38.85
Family,Wellington,Men,Warehouse Money Third Party Fire and Theft,500 (A); 1250 (T),Market,52.45
Family,Wellington,Men,Westpac Car Insurance Third Party Fire and Theft,400 (A); 1100 (T),Market,40.15
Family,Christchurch,Men,AA Insurance Third Party Fire and Theft Car Insurance,500 (A); 1050 (T),Agreed,36.89
Family,Christchurch,Men,AMI Insurance Car Insurance Third Party Fire and Theft,400 (A); 900 (T),Agreed,26.97
Family,Christchurch,Men,AMP Third Party Fire and Theft,500 (A); 1250 (T),Market,53.72
Family,Christchurch,Men,ASB Bank Private Motor Vehicle Third Party Fire and Theft,400 (A); 1250 (T),Agreed,50.9
Family,Christchurch,Men,BNZ PremierCare Vehicle Insurance Third Party Fire and Theft,400 (A); 1250 (T),Agreed,41.71
Family,Christchurch,Men,FMG Essential Private Vehicles Third Party Fire and Theft,400 (A); 1200 (T),Market,39.93
Family,Christchurch,Men,Lantern Insurance Echelon Third Party Fire and Theft,400 (A); 1250 (T),Market,51.35
Family,Christchurch,Men,MAS Insurance Motor Vehicle Third Party Fire and Theft,500 (A); 1150 (T),Agreed<sup>D</sup>,48.32
Family,Christchurch,Men,State Insurance Car Third Party Fire and Theft,400 (A); 1300 (T),Agreed,45.48
Family,Christchurch,Men,The Co-operative Bank Asset Care Vehicle Third Party Fire and Theft,400 (A); 1250 (T),Agreed,37.47
Family,Christchurch,Men,Tower Third Party Fire and Theft Cover,500 (A); 1250 (T),Agreed,38.72
Family,Christchurch,Men,Trade Me Your Third Party Car with Fire and Theft<sup>B</sup>,500 (A); 1000 (T),Agreed,29.96
Family,Christchurch,Men,TSB Motor Vehicle Insurance Third Party Fire and Theft<sup>C</sup>,400 (A); 900 (T),Agreed,39.64
Family,Christchurch,Men,Warehouse Money Third Party Fire and Theft,500 (A); 1250 (T),Market,53.58
Family,Christchurch,Men,Westpac Car Insurance Third Party Fire and Theft,400 (A); 1100 (T),Market,31.39
Family,Dunedin,Men,AA Insurance Third Party Fire and Theft Car Insurance,500 (A); 1050 (T),Agreed,30.93
Family,Dunedin,Men,AMI Insurance Car Insurance Third Party Fire and Theft,400 (A); 900 (T),Agreed,24.26
Family,Dunedin,Men,AMP Third Party Fire and Theft,500 (A); 1250 (T),Market,51.16
Family,Dunedin,Men,ASB Bank Private Motor Vehicle Third Party Fire and Theft,400 (A); 1250 (T),Agreed,50.79
Family,Dunedin,Men,BNZ PremierCare Vehicle Insurance Third Party Fire and Theft,400 (A); 1250 (T),Agreed,41.58
Family,Dunedin,Men,FMG Essential Private Vehicles Third Party Fire and Theft,400 (A); 1200 (T),Market,31.46
Family,Dunedin,Men,Lantern Insurance Echelon Third Party Fire and Theft,400 (A); 1250 (T),Market,51.35
Family,Dunedin,Men,MAS Insurance Motor Vehicle Third Party Fire and Theft,500 (A); 1150 (T),Agreed<sup>D</sup>,44.59
Family,Dunedin,Men,State Insurance Car Third Party Fire and Theft,400 (A); 1300 (T),Agreed,44.18
Family,Dunedin,Men,The Co-operative Bank Asset Care Vehicle Third Party Fire and Theft,400 (A); 1250 (T),Agreed,37.48
Family,Dunedin,Men,Tower Third Party Fire and Theft Cover,500 (A); 1250 (T),Agreed,37.21
Family,Dunedin,Men,Trade Me Your Third Party Car with Fire and Theft<sup>B</sup>,500 (A); 1000 (T),Agreed,30.52
Family,Dunedin,Men,TSB Motor Vehicle Insurance Third Party Fire and Theft<sup>C</sup>,400 (A); 900 (T),Agreed,32.59
Family,Dunedin,Men,Warehouse Money Third Party Fire and Theft,500 (A); 1250 (T),Market,51.43
Family,Dunedin,Men,Westpac Car Insurance Third Party Fire and Theft,400 (A); 1100 (T),Market,34.24
Family,Auckland,Women,AA Insurance Third Party Fire and Theft Car Insurance,500 (A); 1050 (T),Agreed,49.57
Family,Auckland,Women,AMI Insurance Car Insurance Third Party Fire and Theft,400 (A); 900 (T),Agreed,33.37
Family,Auckland,Women,AMP Third Party Fire and Theft,500 (A); 1250 (T),Market,61.42
Family,Auckland,Women,ASB Bank Private Motor Vehicle Third Party Fire and Theft,400 (A); 1250 (T),Agreed,61.01
Family,Auckland,Women,BNZ PremierCare Vehicle Insurance Third Party Fire and Theft,400 (A); 1250 (T),Agreed,50.95
Family,Auckland,Women,FMG Essential Private Vehicles Third Party Fire and Theft,400 (A); 1200 (T),Market,52.06
Family,Auckland,Women,Lantern Insurance Echelon Third Party Fire and Theft,400 (A); 1250 (T),Market,59.17
Family,Auckland,Women,MAS Insurance Motor Vehicle Third Party Fire and Theft,500 (A); 1150 (T),Agreed<sup>D</sup>,61.56
Family,Auckland,Women,State Insurance Car Third Party Fire and Theft,400 (A); 1300 (T),Agreed,66.68
Family,Auckland,Women,The Co-operative Bank Asset Care Vehicle Third Party Fire and Theft,400 (A); 1250 (T),Agreed,45.31
Family,Auckland,Women,Tower Third Party Fire and Theft Cover,500 (A); 1250 (T),Agreed,50.46
Family,Auckland,Women,Trade Me Your Third Party Car with Fire and Theft<sup>B</sup>,500 (A); 1000 (T),Agreed,42.86
Family,Auckland,Women,TSB Motor Vehicle Insurance Third Party Fire and Theft<sup>C</sup>,400 (A); 900 (T),Agreed,56.08
Family,Auckland,Women,Warehouse Money Third Party Fire and Theft,500 (A); 1250 (T),Market,60.04
Family,Auckland,Women,Westpac Car Insurance Third Party Fire and Theft,400 (A); 1100 (T),Market,48.32
Family,Hamilton,Women,AA Insurance Third Party Fire and Theft Car Insurance,500 (A); 1050 (T),Agreed,33.96
Family,Hamilton,Women,AMI Insurance Car Insurance Third Party Fire and Theft,400 (A); 900 (T),Agreed,28.03
Family,Hamilton,Women,AMP Third Party Fire and Theft,500 (A); 1250 (T),Market,52.37
Family,Hamilton,Women,ASB Bank Private Motor Vehicle Third Party Fire and Theft,400 (A); 1250 (T),Agreed,54.11
